"CostElementList_CostElement","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1b4d634f93a23423d746c4300fcfdacacfcda863-0-784e7f31deda1d834245db262b3fe70b0b42b9a3","","0.837","","","","","","","","","","","","D-TACAN Equipment Replacement","1b4d634f93a23423d746c4300fcfdacacfcda863-0-d385c9b3ef2a3ba9e907defef96f56fecc4f50d4","1b4d634f93a23423d746c4300fcfdacacfcda863","root.record.ItemExhibitList.P5Item","1b4d634f93a23423d746c4300fcfdacacfcda863-2-691d6ee3d9b42fe7634776b82a73e34b8d412044"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1b4d634f93a23423d746c4300fcfdacacfcda863-0-7169144852d3f6c87bdff3790a1444b4217125e6","","8.05","12.782","9.349","9.349","0","","","","","","","","FB NAVAIDs FOS TACAN Replacement","1b4d634f93a23423d746c4300fcfdacacfcda863-0-0134aa14aac8689caef80d8a3bbc6eb3d368a0a5","1b4d634f93a23423d746c4300fcfdacacfcda863","root.record.ItemExhibitList.P5Item","1b4d634f93a23423d746c4300fcfdacacfcda863-3-8fe86bbb26df177f576a9b100f52c8c717d3d2fa"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d11f176d5834e92de331c8af592d62ac4cdaad1-0-9a9428d198ac97ace5414b6247c11c963fcbe909","","0.376","0.52","0.518","0.518","","","","","","","","","AFSAT","1d11f176d5834e92de331c8af592d62ac4cdaad1-0-44deb1990d09258f598e65c1843e084c9db09781","1d11f176d5834e92de331c8af592d62ac4cdaad1","root.record.ItemExhibitList.P5Item","1d11f176d5834e92de331c8af592d62ac4cdaad1-0-c59bbe14bd1f6c0fcfb580ce414ced03d6d81c03"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d11f176d5834e92de331c8af592d62ac4cdaad1-0-6ac74f5c70eb595829af21f67e6ea25186379196","0.822","1.051","2.13","1.869","1.869","","","","","","","","","QF-16","1d11f176d5834e92de331c8af592d62ac4cdaad1-0-c011c401ef8573fbd0185c410fe5d61c6ad6dde1","1d11f176d5834e92de331c8af592d62ac4cdaad1","root.record.ItemExhibitList.P5Item","1d11f176d5834e92de331c8af592d62ac4cdaad1-1-1802ddb5dcb4330f51222f2c0f823667ecd71701"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-515c283e64f919d98cebeac09867dd2aa1d760c9","126.831","0.377","","","","","0","127.208","","","","","","WGS SV1 SV5","1d57787d2e58f4496976abc57b853d4cb153e84d-0-efe9a2b04d8d3ac3f60e5f9e8c30b1a7aa42f649","1d57787d2e58f4496976abc57b853d4cb153e84d","root.record.ItemExhibitList.P5Item","1d57787d2e58f4496976abc57b853d4cb153e84d-0-8dfea7fd311adda81e47385f961a1920f4434eee"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-5437086d8d7fe8607950a6f56b902f5386acb9ca","37.435","18.316","12.209","0","0","","0","67.96","0","0","0","","","WGS B2FO","1d57787d2e58f4496976abc57b853d4cb153e84d-0-4e162b6a2163ba572c7c3360c6ddca02b7db1b0e","1d57787d2e58f4496976abc57b853d4cb153e84d","root.record.ItemExhibitList.P5Item","1d57787d2e58f4496976abc57b853d4cb153e84d-1-3488023e9e71dc12a38102d879639cb7924993b1"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d7cdcafa506437fd50a6ffe6deca9453484f225-0-7df3b2c6550d0a1b5792ca7a1dd94bf46df66649","","","","10.261","10.261","","","","","","","","","G/ATOR - Support Active (PE 0204460M)","1d7cdcafa506437fd50a6ffe6deca9453484f225-0-e744e370b7d4e00c1551d75f79b28269391d6546","1d7cdcafa506437fd50a6ffe6deca9453484f225","root.record.ItemExhibitList.P5Item","1d7cdcafa506437fd50a6ffe6deca9453484f225-0-e737d319aec2c42d047640ac7ede8771055388c8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-eb11915b33e246a9319d2a643e0079e1a8e275ef","","4.467","14.307","","","","0","18.774","","","","","","Support End Item","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-633cc2f775fdcb0fda125bf6d463aeeb63a5f3fd","1e71f751a1d7f116f0d0205d18e16a74fb777ca6","root.record.ItemExhibitList.P5Item","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-44191504dd8aa3b5ef591e54b957e416332954d8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1fe9512fd770b18621538b225a2128e8cd4a0e5a-0-c8f20690cc744ceb613eaa21f1751d21efe702b0","778.265","24.128","","","","","0","802.393","","","","","","Support End Item","1fe9512fd770b18621538b225a2128e8cd4a0e5a-0-81747c2d9f7bcce0d88a06fca340cfe8ff5bfe40","1fe9512fd770b18621538b225a2128e8cd4a0e5a","root.record.ItemExhibitList.P5Item","1fe9512fd770b18621538b225a2128e8cd4a0e5a-0-249b6000d8e252df66d9ad09664c3792f5fdaf26"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-20b10a74b043506ebbab9e1d83b2b4a221106b47-0-cc0939dd79dfcc652aec1c0c279c725e6dc8e5d3","333.498","6.652","33.516","55.055","55.055","","","","","","","","","","20b10a74b043506ebbab9e1d83b2b4a221106b47-0-9274a3a85233d80d75d56124b66e5b6178b9eb77","20b10a74b043506ebbab9e1d83b2b4a221106b47","root.record.ItemExhibitList.P5Item","20b10a74b043506ebbab9e1d83b2b4a221106b47-0-ea3e070cedd710ef860ff2679985fe2b2a85a522"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-20baa4054984da9d8469ad4ffd6389aacaa6fb91-0-56c4f685ebbf13a8cb3d7ba9b134277f573e700d","98.596","","4.071","9.034","9.034","","","","","","","","","","20baa4054984da9d8469ad4ffd6389aacaa6fb91-0-387a9506158b0b0f5a20d78bbb203321bfef9d04","20baa4054984da9d8469ad4ffd6389aacaa6fb91","root.record.ItemExhibitList.P5Item","20baa4054984da9d8469ad4ffd6389aacaa6fb91-1-377076dfae8f22d9273222d73eb774053173d233"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2278da19da139b22a097e573d18121c5abf2fa36-0-1206c4e35d4b49f1058c572cf35f3cda3f827e60","","0.249","0.285","0.629","0.638","0.009","","","","","","","","Support End Item","2278da19da139b22a097e573d18121c5abf2fa36-0-14f8e0bb016e6467033f121c9ade76dc61c8351f","2278da19da139b22a097e573d18121c5abf2fa36","root.record.ItemExhibitList.P5Item","2278da19da139b22a097e573d18121c5abf2fa36-0-6d131f17a3fddfcb5dc4d17d3bcb8a03e6763977"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2278da19da139b22a097e573d18121c5abf2fa36-0-fbcb46c1ece58615e3465fff5ea9a13767be12f6","","0.318","0.395","0.381","0.384","0.003","","","","","","","","Support End Item","2278da19da139b22a097e573d18121c5abf2fa36-0-57cfde467596b6cbc4676b89da7421059be80e97","2278da19da139b22a097e573d18121c5abf2fa36","root.record.ItemExhibitList.P5Item","2278da19da139b22a097e573d18121c5abf2fa36-1-a4cfe732ff9971689f01efac2938282bac47262e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2278da19da139b22a097e573d18121c5abf2fa36-0-75ba77bf956d29d8933624451b1417442a27280b","","0.332","0.27","0.176","0.176","","","","","","","","","Support End Item","2278da19da139b22a097e573d18121c5abf2fa36-0-fe8d8654eaca16017ac1ee9935256a111441c02c","2278da19da139b22a097e573d18121c5abf2fa36","root.record.ItemExhibitList.P5Item","2278da19da139b22a097e573d18121c5abf2fa36-2-7af885fc81df3e8b3f2fbfdb813e1625a7627323"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-23c2b607a1cef0ba902a7238b98f0379e1a0381c-0-f246aab94f951c4e55ed45af26ca83c65e3ffd5f","","","47.002","102.596","102.596","","","","","","","","","","23c2b607a1cef0ba902a7238b98f0379e1a0381c-0-9894eac283dec78642881ba27a64f1444e5ebae1","23c2b607a1cef0ba902a7238b98f0379e1a0381c","root.record.ItemExhibitList.P5Item","23c2b607a1cef0ba902a7238b98f0379e1a0381c-0-5d0a3fc391fc94065db0e9fc09b6ef19b957ef55"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2492aed70e17a982a096e6ea61227d403b535caf-0-16bcbcd960a23345a6f8b217414add1edad3b86a","2635.174","42.493","36.613","57.756","62.756","5","","","","","","","","","2492aed70e17a982a096e6ea61227d403b535caf-0-9cfc843730845901ae9642f32ee5638d205d1977","2492aed70e17a982a096e6ea61227d403b535caf","root.record.ItemExhibitList.P5Item","2492aed70e17a982a096e6ea61227d403b535caf-0-edb984592fcf7c9835b1ea6d76235391de6ab6b3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2492aed70e17a982a096e6ea61227d403b535caf-0-c5f5e09cbb680cba3fa2caeae76160ce34660c9b","30.091","1.4","","","","","","","","","","","","","2492aed70e17a982a096e6ea61227d403b535caf-0-b6a17e4cdd68bca60b59a00d73297adf4172ee37","2492aed70e17a982a096e6ea61227d403b535caf","root.record.ItemExhibitList.P5Item","2492aed70e17a982a096e6ea61227d403b535caf-1-e1fd76a82236f3a81a96f4d0f9b54aae8ea692ef"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2492aed70e17a982a096e6ea61227d403b535caf-0-f1afeab5edb4fa0de446da9672f98d99fc882a8f","18.957","","6.407","","","","","","","","","","","","2492aed70e17a982a096e6ea61227d403b535caf-0-7eaf3c30aa81887f203892f51132353f85eed244","2492aed70e17a982a096e6ea61227d403b535caf","root.record.ItemExhibitList.P5Item","2492aed70e17a982a096e6ea61227d403b535caf-2-668dfed009258666617a2e829671c27b3c30fea2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-25b86665fe30c528c170c218905cf4b2fd15e8cc-0-69377cad5a43de69b61f2a9bf90efb2a6724d437","","","1.005","","","","","","","","","","","","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-060ed48849bc0b14f28fbfd223abded6330f96f5","25b86665fe30c528c170c218905cf4b2fd15e8cc","root.record.ItemExhibitList.P5Item","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-b93bb38ab0ae40d329d5f524b24a755f6bb851cf"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-25b86665fe30c528c170c218905cf4b2fd15e8cc-0-ab856868b69a0b7acef4684d92b3166bee3b2c68","278.812","","1.117","","","","","","","","","","","","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-17f6857aa2f825ea105a8e9b5ea350af35e59eea","25b86665fe30c528c170c218905cf4b2fd15e8cc","root.record.ItemExhibitList.P5Item","25b86665fe30c528c170c218905cf4b2fd15e8cc-1-d40073175b9f69323b06aba8d9ea36b36cd73d44"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-25b86665fe30c528c170c218905cf4b2fd15e8cc-0-499dfb15d4534d6832d832734456f3448cace1e4","22.558","3.07","1.265","1.312","1.312","","","","","","","","","","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-bc384000397aa22bf41bb5f8fb1c06170eef771d","25b86665fe30c528c170c218905cf4b2fd15e8cc","root.record.ItemExhibitList.P5Item","25b86665fe30c528c170c218905cf4b2fd15e8cc-2-44da711448350305282ab117c986d0a2d4de51bc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-25b86665fe30c528c170c218905cf4b2fd15e8cc-0-803c4f93ec4c9b5d60420f1f3f765a97b3968888","26.146","2.239","2.205","4.452","4.452","","","","","","","","","","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-e764e35dc00455a438a6058dc55e2b32a0bad6c2","25b86665fe30c528c170c218905cf4b2fd15e8cc","root.record.ItemExhibitList.P5Item","25b86665fe30c528c170c218905cf4b2fd15e8cc-3-7c616ef5d74d9ce7ad4b7f05b1ce9125a83e5fdc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-25b86665fe30c528c170c218905cf4b2fd15e8cc-0-b3fe75e0188bbd3eda2bd07ba960d125808fa254","285.463","2.424","0.855","2.561","2.594","0.033","","","","","","","","","25b86665fe30c528c170c218905cf4b2fd15e8cc-0-f3026dad28ea907bc14aad4bbaf2c58337ef20df","25b86665fe30c528c170c218905cf4b2fd15e8cc","root.record.ItemExhibitList.P5Item","25b86665fe30c528c170c218905cf4b2fd15e8cc-4-c6f8c7e98248170146aec6dc12a864d9217bb1a8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-264b4a0106c90044b6bbbfcc5d12245fefcf6370-0-0eaf1aee6733b15c9e3e7ac54658f649989f2cf5","","4.697","3.271","1.864","1.864","","","","","","","","","","264b4a0106c90044b6bbbfcc5d12245fefcf6370-0-b345993ed97408ee814e420720d66210ea220dfc","264b4a0106c90044b6bbbfcc5d12245fefcf6370","root.record.ItemExhibitList.P5Item","264b4a0106c90044b6bbbfcc5d12245fefcf6370-0-9e57140e37a6f8933d6c37ccbd9f7568e9d30d83"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-264b4a0106c90044b6bbbfcc5d12245fefcf6370-0-e3c7b167ae95e6ecd3f803966cce477f8e56fd2b","","2.215","2.624","1.667","1.667","","","","","","","","","","264b4a0106c90044b6bbbfcc5d12245fefcf6370-0-e1501ebbb5ce0d5fef05c5b0df86341fed24af8c","264b4a0106c90044b6bbbfcc5d12245fefcf6370","root.record.ItemExhibitList.P5Item","264b4a0106c90044b6bbbfcc5d12245fefcf6370-1-3b6942ce82c5a124bc55ad183b452ed90743a3fa"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-26b0d75a1f3b77f36645cb5550376785c04f29e0-0-0c39243a785dbf2f55158261147ac3f1fde0949f","20.761","","","","","","0","20.761","","","","","","","26b0d75a1f3b77f36645cb5550376785c04f29e0-0-a7d1dc4cb6178063575086ca579099d365288bd6","26b0d75a1f3b77f36645cb5550376785c04f29e0","root.record.ItemExhibitList.P5Item","26b0d75a1f3b77f36645cb5550376785c04f29e0-0-2aae9278364672d7f1aa9ecc322ed3e1c41611eb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-26f9bb3afaa8d8f4a9414c42d00381b865009305-0-9534167a656bd63419a1e0af6d2e5d7e84bf2129","1.789","1.04","0","0","0","","0","2.829","0","0","0","0","","","26f9bb3afaa8d8f4a9414c42d00381b865009305-0-2031dd8f08e0bfb315ef1d76acb9c88ab327762d","26f9bb3afaa8d8f4a9414c42d00381b865009305","root.record.ItemExhibitList.P5Item","26f9bb3afaa8d8f4a9414c42d00381b865009305-0-7e31efc8deeb7102d4f508a05f473db1212133f3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-29cbc573a9a67d9d9a95ac748b19b747cf874b53-0-d6ac232466d29966095c259c4a65431fb347bdb4","","1.009","0.493","0.776","0.776","","","","","","","","","","29cbc573a9a67d9d9a95ac748b19b747cf874b53-0-b713e1050ef7cfb5c7cbe0fb36f153f64d0271d4","29cbc573a9a67d9d9a95ac748b19b747cf874b53","root.record.ItemExhibitList.P5Item","29cbc573a9a67d9d9a95ac748b19b747cf874b53-0-340aadf988b62c8f3b7f41222c9a23b9aef1ba87"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2bc0b40d10568cb0be1f839bbd991fc3b5f24f7d-0-83eb4c79d7697a9d0912fb3754cce9978b6d5fdb","13.883","3.776","3.885","3.878","3.878","","","","","","","","","Production Engineering","2bc0b40d10568cb0be1f839bbd991fc3b5f24f7d-0-e39e3d40c8c6f3f389e4a8284575c346a3ede8fc","2bc0b40d10568cb0be1f839bbd991fc3b5f24f7d","root.record.ItemExhibitList.P5Item","2bc0b40d10568cb0be1f839bbd991fc3b5f24f7d-0-e1c187d71584d488ff0fd2219b4f536371c40770"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2c16bfef8dd514471ace0e0379b00c71bf4b0a72-0-b82ec74bf999de0e445ed919f7c0bf5ef044094e","0.636","0.18","0.183","0.186","0.186","","","","","","","","","Integrated Logistics","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-0-8c2478138a70f393e35344eb9a007b5bfb8736c6","2c16bfef8dd514471ace0e0379b00c71bf4b0a72","root.record.ItemExhibitList.P5Item","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-0-6690022aca2b5f916d1e0f2d0290769b0874ef7a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2c16bfef8dd514471ace0e0379b00c71bf4b0a72-1-dfa29c67e5aea66a498a9d7f8dc40a58e7883bb9","12.506","1.841","1.864","1.883","1.883","","","","","","","","","Production Engineering","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-1-f86995f3080582b97917a04f1c72b0f3b706ed48","2c16bfef8dd514471ace0e0379b00c71bf4b0a72","root.record.ItemExhibitList.P5Item","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-0-6690022aca2b5f916d1e0f2d0290769b0874ef7a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2c16bfef8dd514471ace0e0379b00c71bf4b0a72-2-39709d00391c4b1d6315ecb508b2535f46eb07e7","7.652","0.822","0.837","0.853","0.853","","","","","","","","","Miscellaneous Support","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-2-e445bf343521ff9e1e59202a8ab126b81b5528b4","2c16bfef8dd514471ace0e0379b00c71bf4b0a72","root.record.ItemExhibitList.P5Item","2c16bfef8dd514471ace0e0379b00c71bf4b0a72-0-6690022aca2b5f916d1e0f2d0290769b0874ef7a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2df54022e1d405828596290e067ef648ff225e19-0-61d2c08edd21517364c07ce2cf1c992bf3b35e64","6.101","0.404","0.521","0.93","0.93","0","","","","","","","","","2df54022e1d405828596290e067ef648ff225e19-0-9413cfd8a80b0aa6af1db0ec8f2d0f10d71e80f8","2df54022e1d405828596290e067ef648ff225e19","root.record.ItemExhibitList.P5Item","2df54022e1d405828596290e067ef648ff225e19-0-97f2d4b46a0d4d3f74c55c27fccca5b99bc2164d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2df54022e1d405828596290e067ef648ff225e19-0-76e1c133906534357b6fb7c81c45e3fefa9537aa","6.099","0.437","0.487","0.607","0.607","0","","","","","","","","","2df54022e1d405828596290e067ef648ff225e19-0-0fc48819b95c03c8b315bc0bd27161ea4d68f9a5","2df54022e1d405828596290e067ef648ff225e19","root.record.ItemExhibitList.P5Item","2df54022e1d405828596290e067ef648ff225e19-1-b753514d5a220f672646f1af5e1a99c084bc8374"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2f5cbf88ed9217e8a6541253d284086c77078d9a-0-ed283ad525307a77e6014f4cc6711e349e1b3423","0","0.174","0.557","0.336","0.336","0","","","","","","","","DR555 PRODUCTION SUPPORT","2f5cbf88ed9217e8a6541253d284086c77078d9a-0-a41c4b516c6deff212c072ad6ac1a331839db6be","2f5cbf88ed9217e8a6541253d284086c77078d9a","root.record.ItemExhibitList.P5Item","2f5cbf88ed9217e8a6541253d284086c77078d9a-0-786672a4e96ca7857b76bac7824ee8d06a4ed782"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-2f5cbf88ed9217e8a6541253d284086c77078d9a-1-f61c6cb1fc7151ac9a2f1afa63089523c5c5d341","0","0","5.67","2.125","2.125","0","","","","","","","","DR666 ATDLS Training","2f5cbf88ed9217e8a6541253d284086c77078d9a-1-b698b36c0c864b8da95e8a3bb6eff2b212a8da93","2f5cbf88ed9217e8a6541253d284086c77078d9a","root.record.ItemExhibitList.P5Item","2f5cbf88ed9217e8a6541253d284086c77078d9a-0-786672a4e96ca7857b76bac7824ee8d06a4ed782"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-58d1ee01ab38baf5040a9baead486b9bc9f89855","1.122","","","","","","","","","","","","","TG015 - MK30 SUPPORT & TEST EQUIPMENT","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-f27d12dac759227588a6d5421b442d49da386f36","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-1-bbfe741acc558c9dc1c0aaf71bbebbfc559a5a18","14.572","0.285","0.605","0.617","0.617","","","","","","","","","TG832 - MK39 MOD 2 EMATT PROD ENG (IN-HOUSE)","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-1-f6511626a0a788ab7a280ebf621c186a9464c101","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-2-64dfcf09bfe2a0823f3991c3d223d7c22343145b","13.118","","","","","","","","","","","","","TG835 - MK30 MOD 2 PROD ENG (IN-HOUSE)","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-2-ff03572258829b7b2c57fa1fd7a38b4707acf8c6","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-3-9fdb181ef31e4aaed79d1f42ac691bca1e8b8ddb","1.195","0.156","0.127","0.129","0.129","","","","","","","","","TG842 - MK39 MOD 2 EMATT QUALITY ASSURANCE","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-3-2b005526bd4a2253e6ebe00500515949789839fa","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-4-9fa402bb54b631bfb516a1b6d52be542b64e1dda","2.006","0.185","0.172","0.175","0.175","","","","","","","","","TG862 - MK39MOD 2 EMATT ACCEPTANCE T&E","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-4-3ed5f35bf66ea1af71a0a20e6947078cbedc552a","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-5-d343bc38c11b7584d4309f7bcb3937cf8f4d0cae","2.084","","","","","","","","","","","","","TG865 - MK30 MOD 2 ACCEPTANCE TESTING","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-5-9eae320ef242299bd2879ccd091b15c4b12170cc","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-6-c462f7c79944eac11d98c4bccd3db3ffe50e9d26","3.484","0.134","0.3","0.305","0.305","","","","","","","","","TG900 - MK39 MOD 2 EMATT CONSULTING SERVICES","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-6-c166ca52b5552283c12fbaa52d881120446823d9","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3","root.record.ItemExhibitList.P5Item","3094df25ccfe619fc907ae2b9e91da9dcd84e8d3-0-1346820d54819dfca4716bad4d2a05bc2d9b0862"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-31c6729f7544333f1cdaaf738e102abac2321555-0-e955d5a50dda9e60b9ac13d13278a4902f0ae111","","4.101","16.092","17.801","17.801","","","","17.371","17.175","16.987","17.276","true","","31c6729f7544333f1cdaaf738e102abac2321555-0-51ce9a501c758884d8c5e555cfa48b0dc887411b","31c6729f7544333f1cdaaf738e102abac2321555","root.record.ItemExhibitList.P5Item","31c6729f7544333f1cdaaf738e102abac2321555-0-b7512efb958b4a1634dbafc88feb313d6ee97e3d"
