"Name_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army Active","9.9","6.446","23.934","23.934","24.577","20.424","19.38","20.04","","","","","","","","","","","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-d69e962e9c2424a039faaf8095d6500e6c55f9be","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"Army National Guard","","","2.417","2.417","2.485","2.518","2.552","0.839","","","","","","","","","","","0d7995feebfd15d7c43c091f4bb5d2a294762499-1-fac24f6bca3bdc1d78f711c967231fe5c295547b","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"Army Reserve","","","1.215","1.215","1.248","1.265","1.282","0.422","","","","","","","","","","","0d7995feebfd15d7c43c091f4bb5d2a294762499-2-24328f6c462daa56390efbab4da12f88a2b40184","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"Army Active","178.1","237.023","367.939","367.939","489.437","606.014","451.773","496.647","","","","","","","","","","","1679effe88cf14a3e8b8721912409c0b53e30aa1-0-a0688a8e94c573ec9ff72491f7e14ae795744e36","1679effe88cf14a3e8b8721912409c0b53e30aa1","root.record.ItemExhibitList.P3AModificationItemGroup","1679effe88cf14a3e8b8721912409c0b53e30aa1-0-ff8998d0ae13a538a47f01a08eddf4011b1aea64"
"Air Force Active","29.26","","0.742","0.742","1.855","6.433","","","","","","","","","","","","","18fb2893d3ce2b24938796cfc57dc175bb7434e5-0-a4dd11b210f973508871de5c2b02a4ca205b6ef0","18fb2893d3ce2b24938796cfc57dc175bb7434e5","root.record.ItemExhibitList.P3AModificationItemGroup","18fb2893d3ce2b24938796cfc57dc175bb7434e5-0-e858c15bc1cdf56898504ca79a4716bfc1af2067"
"Air National Guard","26.707","","17.259","17.259","4.445","4.367","","","","","","","","","","","","","18fb2893d3ce2b24938796cfc57dc175bb7434e5-1-109886d80a8d2f6a66baff5678418258c8845929","18fb2893d3ce2b24938796cfc57dc175bb7434e5","root.record.ItemExhibitList.P3AModificationItemGroup","18fb2893d3ce2b24938796cfc57dc175bb7434e5-0-e858c15bc1cdf56898504ca79a4716bfc1af2067"
"Army Active","30.725","11.018","6.042","6.042","7.205","0.581","","","","","","","","","","","","","1b4cb7d51fdac5e6998fedba78c244bcd6154da0-0-5f6dc460c9e56ccb1e4e5064aedf703e920c98b8","1b4cb7d51fdac5e6998fedba78c244bcd6154da0","root.record.ItemExhibitList.P3AModificationItemGroup","1b4cb7d51fdac5e6998fedba78c244bcd6154da0-0-50b341e626e7e9e1b0b6e88fc06ef8a7eb0af7c2"
"Army National Guard","5.075","7.148","4.028","4.028","4.804","","","","","","","","","","","","","","1b4cb7d51fdac5e6998fedba78c244bcd6154da0-1-f5c5b5957a15780df486873aa0876b6051c9ca59","1b4cb7d51fdac5e6998fedba78c244bcd6154da0","root.record.ItemExhibitList.P3AModificationItemGroup","1b4cb7d51fdac5e6998fedba78c244bcd6154da0-0-50b341e626e7e9e1b0b6e88fc06ef8a7eb0af7c2"
"Army Active","","5.611","3.042","3.042","34.346","20.679","7.27","","","","","","","","","","","","279bd0c95f9449f68ae30c0f23f7e5d36f336774-0-4b3d41853744cafe8af16ef6ee7505b39b8bfa09","279bd0c95f9449f68ae30c0f23f7e5d36f336774","root.record.ItemExhibitList.P3AModificationItemGroup","279bd0c95f9449f68ae30c0f23f7e5d36f336774-0-d76a8d8133e64b344a8c0b6375da13a4a3651eb5"
"Army National Guard","","","3.129","3.129","3.233","42.633","21.336","","","","","","","","","","","","279bd0c95f9449f68ae30c0f23f7e5d36f336774-1-7ce73371697402630cc53357866f3faae4c73cf7","279bd0c95f9449f68ae30c0f23f7e5d36f336774","root.record.ItemExhibitList.P3AModificationItemGroup","279bd0c95f9449f68ae30c0f23f7e5d36f336774-0-d76a8d8133e64b344a8c0b6375da13a4a3651eb5"
"Army Active","","","5.902","5.902","0.983","","","","","","","","","","","","","","2dad5fe56d55d4ba86ae5590b927e7204250c981-0-56034fcfda339b34de380747b91a5c207bfd3290","2dad5fe56d55d4ba86ae5590b927e7204250c981","root.record.ItemExhibitList.P3AModificationItemGroup","2dad5fe56d55d4ba86ae5590b927e7204250c981-0-f7554d0997f504cec0a62a887d4999b7bead12a6"
"Army National Guard","20","19.676","13.16","13.16","","","","","","","","","","","","","","","2dad5fe56d55d4ba86ae5590b927e7204250c981-1-68e831c0ad16064926518e51388c95fcbf4b925e","2dad5fe56d55d4ba86ae5590b927e7204250c981","root.record.ItemExhibitList.P3AModificationItemGroup","2dad5fe56d55d4ba86ae5590b927e7204250c981-0-f7554d0997f504cec0a62a887d4999b7bead12a6"
"Army Reserve","","","0.514","0.514","","","","","","","","","","","","","","","2dad5fe56d55d4ba86ae5590b927e7204250c981-2-5d16bd7598634fb1625bee58962ead8dcdda2460","2dad5fe56d55d4ba86ae5590b927e7204250c981","root.record.ItemExhibitList.P3AModificationItemGroup","2dad5fe56d55d4ba86ae5590b927e7204250c981-0-f7554d0997f504cec0a62a887d4999b7bead12a6"
"Army Active","9.287","8.38","35.97","35.97","37.251","37.785","38.353","39.285","","","","","","","","","","","3383dc130812008b5d7438804b8fd61dee8664b7-0-2afcb56590957c9ea8d8f3e1c707ce0240b914ea","3383dc130812008b5d7438804b8fd61dee8664b7","root.record.ItemExhibitList.P3AModificationItemGroup","3383dc130812008b5d7438804b8fd61dee8664b7-0-a2127c0e2e19659c14fb06d4586cfaec1d46e493"
"Army National Guard","2.284","2","","","","","","18.391","","","","","","","","","","","3383dc130812008b5d7438804b8fd61dee8664b7-1-6b6fb78158b0b0417a3ab0193274628b1ab3a04d","3383dc130812008b5d7438804b8fd61dee8664b7","root.record.ItemExhibitList.P3AModificationItemGroup","3383dc130812008b5d7438804b8fd61dee8664b7-0-a2127c0e2e19659c14fb06d4586cfaec1d46e493"
"Army Active","74.613","115.795","45.597","45.597","55.351","60.568","59.302","54.03","","","","","","","","","","","3506fdf171b0484b745f6f07a0564d757ea2e08c-0-f7d4061545c1ea1e43de9b8e480fa73416c991b5","3506fdf171b0484b745f6f07a0564d757ea2e08c","root.record.ItemExhibitList.P3AModificationItemGroup","3506fdf171b0484b745f6f07a0564d757ea2e08c-0-df399c89ed8e42e8d0d9a05b7cbccf2c3df7ed9d"
"Army National Guard","","","33.162","33.162","40.255","44.049","43.129","39.295","","","","","","","","","","","3506fdf171b0484b745f6f07a0564d757ea2e08c-1-0b713a824ca0c18daf56c439a0354970acc2500b","3506fdf171b0484b745f6f07a0564d757ea2e08c","root.record.ItemExhibitList.P3AModificationItemGroup","3506fdf171b0484b745f6f07a0564d757ea2e08c-0-df399c89ed8e42e8d0d9a05b7cbccf2c3df7ed9d"
"Army Reserve","","","4.145","4.145","5.032","5.506","5.39","4.913","","","","","","","","","","","3506fdf171b0484b745f6f07a0564d757ea2e08c-2-f1d908fb16679e9850313f03732ecb164258ceaf","3506fdf171b0484b745f6f07a0564d757ea2e08c","root.record.ItemExhibitList.P3AModificationItemGroup","3506fdf171b0484b745f6f07a0564d757ea2e08c-0-df399c89ed8e42e8d0d9a05b7cbccf2c3df7ed9d"
"Army Active","91.064","32.092","86.33","86.33","103.672","144.866","90.339","90.582","","","","","","","","","","","3cdf390350580d93d36a1d130512af4300fa41a2-0-a071808fcced2547e9cd243a9d6189b4e757d7df","3cdf390350580d93d36a1d130512af4300fa41a2","root.record.ItemExhibitList.P3AModificationItemGroup","3cdf390350580d93d36a1d130512af4300fa41a2-0-00a1afced40fda038e8bf682fdb29bd114c3ad24"
"Army Active","3.614","2.485","1.008","1.008","0.661","5.643","7.111","9.684","","","","","","","","","","","3e20191f01c4bf0723bf014156a2ef9b6a933225-0-9b0f1abd223b13a4529713f1d9776f0ebd51cd4a","3e20191f01c4bf0723bf014156a2ef9b6a933225","root.record.ItemExhibitList.P3AModificationItemGroup","3e20191f01c4bf0723bf014156a2ef9b6a933225-0-318922eb32252ba6b4ce49642d30a89ec9e07af3"
"Army National Guard","2.491","3.523","2.14","2.14","1.796","6.71","8.179","8.082","","","","","","","","","","","3e20191f01c4bf0723bf014156a2ef9b6a933225-1-66a2e5ae6a75d00b5bad1c0f2e9c0b151c047f04","3e20191f01c4bf0723bf014156a2ef9b6a933225","root.record.ItemExhibitList.P3AModificationItemGroup","3e20191f01c4bf0723bf014156a2ef9b6a933225-0-318922eb32252ba6b4ce49642d30a89ec9e07af3"
"Air Force Active","","","3.1","3.1","","0.8","","","","","","","","","","","","","425e3a9634430a4fc2ae120833149a7954db0121-0-fb776e255417964d8acbf1ba67cf753675008be1","425e3a9634430a4fc2ae120833149a7954db0121","root.record.ItemExhibitList.P3AModificationItemGroup","425e3a9634430a4fc2ae120833149a7954db0121-0-ef1e3fdd8fe9d2b8642c962607fd85785ca396c8"
"Air Force Active","","","49","49","","","","","","","","","","","","","","","425e3a9634430a4fc2ae120833149a7954db0121-0-6d832818360c58d382a9e003fd7a7b79a2319490","425e3a9634430a4fc2ae120833149a7954db0121","root.record.ItemExhibitList.P3AModificationItemGroup","425e3a9634430a4fc2ae120833149a7954db0121-1-f2d2cf7bbcb96144fa3dec138b935555728240a9"
"Air Force Active","16.22","25.252","9.258","9.258","","","","","","","","","","","","","","","425e3a9634430a4fc2ae120833149a7954db0121-0-6960f2757e275aaa288460f3976da5ffdc1f4055","425e3a9634430a4fc2ae120833149a7954db0121","root.record.ItemExhibitList.P3AModificationItemGroup","425e3a9634430a4fc2ae120833149a7954db0121-2-ee0ee4cca91b8f298bcb6a42c84aa8c99f7db2fd"
"Air Force Active","","","4.12","4.12","13.106","12.367","12.553","6.72","","","","","","","","","","","4480f67713b629be9556c836a4abd169586270ba-0-52dd67061dcd0db5064862f6badce2c0ad24457d","4480f67713b629be9556c836a4abd169586270ba","root.record.ItemExhibitList.P3AModificationItemGroup","4480f67713b629be9556c836a4abd169586270ba-0-dbcb6146f279d616ca87361e7b047c2c405d47ee"
"Air Force Active","","","5.972","5.972","7.188","3.648","","","","","","","","","","","","","4480f67713b629be9556c836a4abd169586270ba-0-17bbbf9e8f9f244bac27d9b8273668aa06fc19fa","4480f67713b629be9556c836a4abd169586270ba","root.record.ItemExhibitList.P3AModificationItemGroup","4480f67713b629be9556c836a4abd169586270ba-1-150b8a82b371d9394e53e8546643378a35bf05a6"
"Air Force Active","70.149","125.939","114.107","114.107","124.437","103.879","39.624","27.637","","","","","","","","","","","46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-cf8d3850f66d4801a3c77f5fa2d675695bc08d3c","46a95bbb6a23155bfc376c4e8dc229b36ab50352","root.record.ItemExhibitList.P3AModificationItemGroup","46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-fa16a96674a81dbd45b66c62c8b2d52d1a9086c5"
"Air Force Reserve","4.072","10.214","14.112","14.112","14.88","6.869","12.918","0","","","","","","","","","","","46a95bbb6a23155bfc376c4e8dc229b36ab50352-1-cfdfe1df14bdae2dfaa3ddc45b7ca13f2b2cdd5c","46a95bbb6a23155bfc376c4e8dc229b36ab50352","root.record.ItemExhibitList.P3AModificationItemGroup","46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-fa16a96674a81dbd45b66c62c8b2d52d1a9086c5"
"Air Force Active","","6.724","14.472","14.472","3.724","0.373","40.619","0.662","","","","","","","","","","","46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-1db6464b6690218fe891a3033ef81d27cb77741b","46a95bbb6a23155bfc376c4e8dc229b36ab50352","root.record.ItemExhibitList.P3AModificationItemGroup","46a95bbb6a23155bfc376c4e8dc229b36ab50352-1-020453c14f7b8ae3747b8f9c477a1b860c540218"
"Air Force Reserve","","","","","","","0.942","0","","","","","","","","","","","46a95bbb6a23155bfc376c4e8dc229b36ab50352-1-444ff36f7b8e5d30dc0d11bf3af73ad14c6d7b01","46a95bbb6a23155bfc376c4e8dc229b36ab50352","root.record.ItemExhibitList.P3AModificationItemGroup","46a95bbb6a23155bfc376c4e8dc229b36ab50352-1-020453c14f7b8ae3747b8f9c477a1b860c540218"
"Army Active","","","4.019","4.019","4.091","5.556","5.663","5.771","","","","","","","","","","","549b9713508d13163010234d02de2da932f5970d-0-e855971c6a99847f5d5fdd20799d4cde71f34a4c","549b9713508d13163010234d02de2da932f5970d","root.record.ItemExhibitList.P3AModificationItemGroup","549b9713508d13163010234d02de2da932f5970d-0-dfb15dfa0d2fec95d8befe32d9e15dbb9482d0ec"
"Army Active","9.899","5.286","3.906","3.906","4.452","","5.431","","","5","","4","2","2","1","1","","","5bde3517812da96f9d077fdbc73d36cdb19d9cef-0-63945b632bdae0ff8227847faab2980167cdb40f","5bde3517812da96f9d077fdbc73d36cdb19d9cef","root.record.ItemExhibitList.P3AModificationItemGroup","5bde3517812da96f9d077fdbc73d36cdb19d9cef-0-6a424800b9973619421522786c088ad380420127"
"Army Active","7.017","4.079","2.431","2.431","9.979","9.186","8.862","5.947","","","","","","","","","","","5de2da613587220ee98154d08f2f82bc2e5e57d1-0-a2bdfd71c0f514b9f8d6bfa1473327abe96d7a33","5de2da613587220ee98154d08f2f82bc2e5e57d1","root.record.ItemExhibitList.P3AModificationItemGroup","5de2da613587220ee98154d08f2f82bc2e5e57d1-0-5318d55be6297f4f3ab4999fb12c1172f4656c91"
"Army Active","11.313","10.371","15.042","15.042","21.004","29.133","20.697","5.891","","","","","","","","","","","68d583d507cc4525272dc7d7debc4a38ce15145f-0-94f2fa3a1194c1b7e85c7c82bfe22e5333d6da98","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"Army National Guard","9.281","8.095","17.302","17.302","21.231","12","8","6.453","","","","","","","","","","","68d583d507cc4525272dc7d7debc4a38ce15145f-1-1cf06ff14ac1c09b1624b05a11ea7cbeb3a898f9","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"Army Reserve","7.648","6.83","11.66","11.66","15.68","10","","10.453","","","","","","","","","","","68d583d507cc4525272dc7d7debc4a38ce15145f-2-1a47dfc9a13a0ddf5cac2b67ff7927e7a5a043c4","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"Air Force Active","48","4","9.9","9.9","10.9","","","","","","","","","","","","","","69855d5e8308602b8ce0bbd0924edd16f94d09ab-0-fe9ec62b7d39afc5746991b4e107c898a2b9b4fe","69855d5e8308602b8ce0bbd0924edd16f94d09ab","root.record.ItemExhibitList.P3AModificationItemGroup","69855d5e8308602b8ce0bbd0924edd16f94d09ab-0-8c396e7e72e91e7a0e45099c6e7d5750cc1df4a2"
"Air Force Active","","","28.716","28.716","77.422","79.054","120.841","133.033","","","","","","","","","","","6a3d52f32ba8b5ba996b2ff8feca7ed33bc2697d-0-e2c1572350f8138d3b9ded6e0c5b452d4613ed74","6a3d52f32ba8b5ba996b2ff8feca7ed33bc2697d","root.record.ItemExhibitList.P3AModificationItemGroup","6a3d52f32ba8b5ba996b2ff8feca7ed33bc2697d-0-512240f6219d474df2ae2c7106f01068970c5a97"
"Army Active","12.974","44.105","12.359","12.359","2.336","2.355","2.953","3.279","","","","","","","","","","","6cde838207077945b334669140031fdb5555333d-0-fb68d8e0bcbbb4fd113f6305adc1288b5c136c9f","6cde838207077945b334669140031fdb5555333d","root.record.ItemExhibitList.P3AModificationItemGroup","6cde838207077945b334669140031fdb5555333d-0-5921db344b630f57e64e8de66f69e6e47980faf4"
"Army National Guard","9.233","28.613","8.24","8.24","1.558","1.57","1.968","2.186","","","","","","","","","","","6cde838207077945b334669140031fdb5555333d-1-a4f0300a3bc97e81f95a0816156212eec8414ad4","6cde838207077945b334669140031fdb5555333d","root.record.ItemExhibitList.P3AModificationItemGroup","6cde838207077945b334669140031fdb5555333d-0-5921db344b630f57e64e8de66f69e6e47980faf4"
"Army Active","","8.903","6.3","6.3","11.319","6.098","5.118","","","","","","","","","","","","700e35867fffb5ca317f3d8566948b22a62fdd21-0-fdc90915cf079f971149d9a5ba682ac805069a1c","700e35867fffb5ca317f3d8566948b22a62fdd21","root.record.ItemExhibitList.P3AModificationItemGroup","700e35867fffb5ca317f3d8566948b22a62fdd21-0-0760f38bdac119b440e2a3f77a6f99e6f709ee3f"
"Army Active","34.409","61.121","65.428","65.428","59.379","79.806","83.247","85.237","","","","","","","","","","","7b87580f824a9e84d27210ad5af73d47f065d839-0-f6d1e8efb957ebfc0b5171338f34bcda51fc85fa","7b87580f824a9e84d27210ad5af73d47f065d839","root.record.ItemExhibitList.P3AModificationItemGroup","7b87580f824a9e84d27210ad5af73d47f065d839-0-acd4ebc633248327d6f8c29080ce0c126c3de014"
"Army National Guard","22.544","40.044","42.867","42.867","38.904","52.286","54.541","55.844","","","","","","","","","","","7b87580f824a9e84d27210ad5af73d47f065d839-1-dbb130e20abf0a509d49c8c33906415f608ae5e5","7b87580f824a9e84d27210ad5af73d47f065d839","root.record.ItemExhibitList.P3AModificationItemGroup","7b87580f824a9e84d27210ad5af73d47f065d839-0-acd4ebc633248327d6f8c29080ce0c126c3de014"
"Army Reserve","2.373","4.215","4.512","4.512","4.095","5.504","5.741","5.878","","","","","","","","","","","7b87580f824a9e84d27210ad5af73d47f065d839-2-7e5708ae55e6db2eb39fb6ca7148d305f58a39de","7b87580f824a9e84d27210ad5af73d47f065d839","root.record.ItemExhibitList.P3AModificationItemGroup","7b87580f824a9e84d27210ad5af73d47f065d839-0-acd4ebc633248327d6f8c29080ce0c126c3de014"
"Air Force Active","","6.165","3.516","3.516","2.309","1.528","1.587","","","","","","","","","","","","7de4a1762fd1db2b0018e437330b51f66ecc9070-0-cb0e8f0db0aef6e524d905544a9871f1e5f8ca9e","7de4a1762fd1db2b0018e437330b51f66ecc9070","root.record.ItemExhibitList.P3AModificationItemGroup","7de4a1762fd1db2b0018e437330b51f66ecc9070-0-4c6604f139a1d03ec81da5d546a6256c4da05216"
"Air Force Reserve","","","1.788","1.788","1.173","1.092","1.587","","","","","","","","","","","","7de4a1762fd1db2b0018e437330b51f66ecc9070-1-a94779ad2a1f6ae7ed3cc1b26310acc555a8ba8b","7de4a1762fd1db2b0018e437330b51f66ecc9070","root.record.ItemExhibitList.P3AModificationItemGroup","7de4a1762fd1db2b0018e437330b51f66ecc9070-0-4c6604f139a1d03ec81da5d546a6256c4da05216"
"Army Active","2.5","2.473","2.461","2.461","3.494","5.9","2.461","3.222","","","","","","","","","","","7ef4ffc07f3b35344b6ae8e8633dd034d9597a36-0-facb5bbc7c9a3410c3df03417be838742b629a1f","7ef4ffc07f3b35344b6ae8e8633dd034d9597a36","root.record.ItemExhibitList.P3AModificationItemGroup","7ef4ffc07f3b35344b6ae8e8633dd034d9597a36-0-bd070e4fb9c981ca26658b2af70ce32686a50ff4"
"Air Force Active","","28.5","69.325","69.325","79.091","110.171","13.187","15.228","","","","","","","","","","","805468c357208d570b3a07ce29360236658e89a6-0-f739656c028cf266b4433407589d97a92ada351e","805468c357208d570b3a07ce29360236658e89a6","root.record.ItemExhibitList.P3AModificationItemGroup","805468c357208d570b3a07ce29360236658e89a6-0-f44d6e8eb46dd6d827c3c9d2182fe467f38a02f0"
"Air National Guard","","","","","","34.66","","5.301","","","","","","","","","","","805468c357208d570b3a07ce29360236658e89a6-1-afbc136a6db2570f7827b509a501f1920f9672a7","805468c357208d570b3a07ce29360236658e89a6","root.record.ItemExhibitList.P3AModificationItemGroup","805468c357208d570b3a07ce29360236658e89a6-0-f44d6e8eb46dd6d827c3c9d2182fe467f38a02f0"
"Army Active","94.013","91.255","81.444","89.694","89.559","81.351","97.15","22.381","8.25","","","","","","","","","","80d68f6502a4cd8391e742776880a374ae763a44-0-d766f39592a6f6c2cfb9547af26b79b6e8fcc269","80d68f6502a4cd8391e742776880a374ae763a44","root.record.ItemExhibitList.P3AModificationItemGroup","80d68f6502a4cd8391e742776880a374ae763a44-0-3399fbf4d1331e67e0b3b7b842b41036fa8d14f2"
"Army National Guard","27.889","34.125","","","","","","","","","","","","","","","","","80d68f6502a4cd8391e742776880a374ae763a44-1-d0d06529ea9dd600b5e5595b44c65da76e0f67f4","80d68f6502a4cd8391e742776880a374ae763a44","root.record.ItemExhibitList.P3AModificationItemGroup","80d68f6502a4cd8391e742776880a374ae763a44-0-3399fbf4d1331e67e0b3b7b842b41036fa8d14f2"
"Army Active","","","16.302","48.302","33.933","21.364","21.78","22.194","32","","","","","","","","","","81eef0a22edb52d5e8e6f8f3f56d2bdf18bffd25-0-ce1b09b28028f6df871429065993eef8add7d46d","81eef0a22edb52d5e8e6f8f3f56d2bdf18bffd25","root.record.ItemExhibitList.P3AModificationItemGroup","81eef0a22edb52d5e8e6f8f3f56d2bdf18bffd25-0-69f0c8c93cd6b047a129baaa9f5b9e0fd26d78e7"
"Army Active","2.778","2.849","1.042","1.042","1.053","","","","","","","","","","","","","","820ebbce3ecf89a33741f8d54d11486af892a81f-0-fc8c5149a0ca20f43a363daeeabd765eb17d8182","820ebbce3ecf89a33741f8d54d11486af892a81f","root.record.ItemExhibitList.P3AModificationItemGroup","820ebbce3ecf89a33741f8d54d11486af892a81f-0-00dc687963979c62fab24abb10383c42728ab711"
"Army Active","","","18.221","18.221","56.395","68.534","0.269","144.003","","","","","","","","","","","822cdb862d1cd25d0c64b12df4b9b9e2c46c0b9e-0-b8f4121684cfdef62491ebf499e93e5815e30da3","822cdb862d1cd25d0c64b12df4b9b9e2c46c0b9e","root.record.ItemExhibitList.P3AModificationItemGroup","822cdb862d1cd25d0c64b12df4b9b9e2c46c0b9e-0-ac44468fb40bbd02bd333324026677d3fdea0e16"
"Army Active","43.22","51.921","13.793","13.793","10.904","5.946","5.947","5.947","","","","","","","","","","","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-0-d7aff6522a4d8ed97c4e9b32489654760c18997c","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85","root.record.ItemExhibitList.P3AModificationItemGroup","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-0-89a6604c1c47b6599223317c25f142d2c3713918"
"Army National Guard","27.197","24.594","","","","","","","","","","","","","","","","","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-1-b5945dc5d8d90867e2b18d9773ed2644990c4022","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85","root.record.ItemExhibitList.P3AModificationItemGroup","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-0-89a6604c1c47b6599223317c25f142d2c3713918"
"Army Reserve","17.678","","","","","","","","","","","","","","","","","","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-2-4a3adde28782de183c8ff697c2fd37bfeaab3a39","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85","root.record.ItemExhibitList.P3AModificationItemGroup","8bf34575e0f6dab870c1c798f9d9ef47cb3f2f85-0-89a6604c1c47b6599223317c25f142d2c3713918"
"Army Active","10.262","14.182","","","","","","","","","","","","","","","","","93e22f12095e3881eb03827654f97dc7dc5606e7-0-56df104c93962573df281d5c4b44ec118add2b3f","93e22f12095e3881eb03827654f97dc7dc5606e7","root.record.ItemExhibitList.P3AModificationItemGroup","93e22f12095e3881eb03827654f97dc7dc5606e7-0-a68306b6559fd9782936436517630094f2261e18"
"Air Force Active","25.03","31.305","24.898","24.898","27.003","29.787","25.359","27.468","","","","","","","","","","","94f53968d47f6d9dc215f3fb5166093ccca001c5-0-63e625c1a0ba45e08b119c94b78db3ef43c34b68","94f53968d47f6d9dc215f3fb5166093ccca001c5","root.record.ItemExhibitList.P3AModificationItemGroup","94f53968d47f6d9dc215f3fb5166093ccca001c5-0-c04b5d5d59ef26f4a1dbfefbd75593877a1f095e"
"Air National Guard","","21.53","16.36","16.36","22.137","20.856","21.078","19.917","","","","","","","","","","","94f53968d47f6d9dc215f3fb5166093ccca001c5-1-d95e0d603b0291dd43a702d0b999193430bab49d","94f53968d47f6d9dc215f3fb5166093ccca001c5","root.record.ItemExhibitList.P3AModificationItemGroup","94f53968d47f6d9dc215f3fb5166093ccca001c5-0-c04b5d5d59ef26f4a1dbfefbd75593877a1f095e"
"Air Force Reserve","","8.51","6.008","6.008","8.602","8.154","7.957","7.592","","","","","","","","","","","94f53968d47f6d9dc215f3fb5166093ccca001c5-2-915776e75394a1f95c8d57f05b3dc08764fe9c89","94f53968d47f6d9dc215f3fb5166093ccca001c5","root.record.ItemExhibitList.P3AModificationItemGroup","94f53968d47f6d9dc215f3fb5166093ccca001c5-0-c04b5d5d59ef26f4a1dbfefbd75593877a1f095e"
"Army Active","158","136.006","225.042","225.042","303.672","519.588","541.807","546.628","","","","","","","","","","","96ea152da0e2769e3769abf04f5980018b7f6a2f-0-667068a9bc696c4265f1adfdacb0f25c23a1c627","96ea152da0e2769e3769abf04f5980018b7f6a2f","root.record.ItemExhibitList.P3AModificationItemGroup","96ea152da0e2769e3769abf04f5980018b7f6a2f-0-fbb532bd8941708936fdbd9d26afd38fdf5fc520"
"Army National Guard","","","","","","","32","32","","","","","","","","","","","96ea152da0e2769e3769abf04f5980018b7f6a2f-1-c1571d25a01f353d7d59a6994e562129a8761ee2","96ea152da0e2769e3769abf04f5980018b7f6a2f","root.record.ItemExhibitList.P3AModificationItemGroup","96ea152da0e2769e3769abf04f5980018b7f6a2f-0-fbb532bd8941708936fdbd9d26afd38fdf5fc520"
"Air Force Active","11.679","23.298","31.023","31.023","49.89","22.134","7.551","6.178","","","","","","","","","","","a27f4e07c16205278ad45a6b847404e504ab766f-0-898d3f2fbcaab1c36010a62ceb957b3f32da532c","a27f4e07c16205278ad45a6b847404e504ab766f","root.record.ItemExhibitList.P3AModificationItemGroup","a27f4e07c16205278ad45a6b847404e504ab766f-0-6ea16e126ea30d8a35adcbbd775ccf8cd13668ab"
"Air National Guard","","","","","","24.553","1.362","1.858","","","","","","","","","","","a27f4e07c16205278ad45a6b847404e504ab766f-1-8c210362658a1324dffa67291b1e80d015e821f6","a27f4e07c16205278ad45a6b847404e504ab766f","root.record.ItemExhibitList.P3AModificationItemGroup","a27f4e07c16205278ad45a6b847404e504ab766f-0-6ea16e126ea30d8a35adcbbd775ccf8cd13668ab"
