"Name_val","Name_@footnote","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_ToComplete_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_Continuing_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2.2.1) Installation Equipment N/R - Organic","","","","","0.278","0.278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3adf8724b4fb26edcc374065e063d70add45049b-0-d097482ec66b3d5511fa6b6557f5eb504fd2dcf0","3adf8724b4fb26edcc374065e063d70add45049b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","3adf8724b4fb26edcc374065e063d70add45049b-0-113b4b68d3a2d414993e5b7579d8a33f0bc54183"
"2.2.1) Installation Equipment N/R - Organic","Funding for N/R in FY19 is for I-Level Standup.  Funding in FY20 is for I-Level Standup and obsolescence efforts.","","5.5","81.55","173.467","","5.793","7.372","5.5","4.798","28.39","35.564","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3adf8724b4fb26edcc374065e063d70add45049b-0-e5a7d1d078b3e4043630ba1647908c6294011b2e","3adf8724b4fb26edcc374065e063d70add45049b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","3adf8724b4fb26edcc374065e063d70add45049b-0-a45a8c6433a3a997b637af957853bdfd63128394"
"2.2.1) INSTALL EQUIPMENT N/R - Organic","","","1.2","","10.999","7.699","","","1.2","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-0-4fb2c7687906bc37133c099c94a7b3d4cb81ef23","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-c5019535643e7e46562ccae2f9b10e57fcb99eb2"
"2.2.1) INSTALL EQUIPMENT N/R - Organic","2.2.1 FY 2016 and out increase due to funding Diminishing Manufacturing Sources and Material Shortages initiatives","","0.909","7.788","13.958","0.2","0.2","0.895","0.909","0.924","0.998","1.014","1.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-0-b083e4ff87ce72cd0e13f37542bd818ce1b2ebb5","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-10306fdb4933a51183062074e22f22eda6691695"
"2.2.1) DDS (MDTU) - Organic","","","","","0.819","","0.819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-0-68f638d287a05c980e974031db99b8988e300978","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.2) HUD Cameras - Organic","2.2.2 Digital Data Set (DDS) Increment III Wireless capability is no longer a requirement to implement Military Flight Operational Quality Assurance (MFOQA).  MFOQA implementation will continue which requires addressing Heads Up Display (HUD) camera obsolescence. HUD Cameras Cost Element replaces the DDS Wireless Cost Element.","","0.6","","1.9","","0.3","1","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-1-abcb6a4482158b7af94361cadb1b7ddc60f64468","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.3) MDP Software - Organic","","","","","8.215","7.215","0.5","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-2-dbc58ad1d3836d2e8379172c010cefdd14ba5e96","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.4) JMPS - Organic","2.2.4 Start of effort shifted to FY 2018.","","","","4.321","","","","","3","1.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-3-5cd4a16a8377c932fa96464efccd9b5d6ff19675","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.5) Subsystem ECPs - Organic","2.2.5 Funding starts in FY 2017 to cover multiple ECP NRE efforts for various subsystems.","","0.5","3","6.54","1.04","","","0.5","0.5","0.5","0.5","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-4-a87cc8fb6c1d89d4861524efb10df507c5222e0e","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.6) DMSMS ECPs - Organic","2.2.6 Funding to cover multiple ECP NRE efforts due to identified Diminishing Manufacturing Sources and Material Shortages (DMSMS) issues.","","1.734","11.262","24.087","0.402","1.7","1.7","1.734","1.768","1.804","1.84","1.877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-5-498f585f9f91cc4d4aca0e3ef12e893a9e548d6d","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.7) DDS (DAU) - Organic","","","","","2.176","1.552","0.624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-6-0058d31200560a18e30778eaa73702999208c7db","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.8) Radar Altimeter - Organic","2.2.9 NRE changes based on market research. Effort shifted right pending results of engineering investigation. FY 2017 reduced due to reduction in expected costs.","","1.376","","4.876","","","3","1.376","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-7-64333dfaa790c2fe7b0b7fc86a2bf142cabe8832","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.9) VMTS Software Mod - Organic","2.2.9 Funding to modify the proprietary software (and possibly hardware) on the VMTS Instructor Ground Stations (IGS) and Debrief Stations (DBS) to enable continued operation of the VMTS after migrating to the Windows 7 operating system in compliance with cybersecurity mandates.","","","","3.5","","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-8-2147de89cae856b7bb85e97a0a5d83679f477c69","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.10) ARC-182 Radio Obsolescence - Organic","","","","2.6","7.6","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-9-0cd84907d2a3922430e1b35690ec3747e730d08d","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.11) HUD PDU Obsolescence - Organic","","","","5.1","11.6","","","","","","","","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-10-cae71e561f11581dd26401223b25e4f8c0763753","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-65599bbaa90a30be9c4828c3ffc54a534b422941"
"2.2.1) B Kit N/R - NonOrganic","2.2.1 Increase in FY 2017 supports non-reoccurring engineering for aircraft integration Engineering Change Proposal efforts and design reviews.","","9.693","","19.092","","","2.1","9.693","5.186","2.113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-0-a7d0c728702cdae9619d141f341275268da176ba","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-85bb1dc57b4dc35a2ef4d8623012d6671c917aca"
"2.2.2) GBTS B Kit N/R - NonOrganic","2.2.2 Increase in FY 2017 supports non-reoccurring engineering for GBTS, because aircraft modification design must be complete before the simulator modifications can be completed.","","2.363","","8.301","","","0.2","2.363","4.367","1.371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417c96e8548769e89c30649696e3921a8ac56a65-1-5c6e409bb33cbc8c6af3bd2d81e1af6bcca8c0e8","417c96e8548769e89c30649696e3921a8ac56a65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","417c96e8548769e89c30649696e3921a8ac56a65-0-85bb1dc57b4dc35a2ef4d8623012d6671c917aca"
"1.1.1) PB004 ACOUSTIC ARRAY - NonOrganic","","","","","4.14","","3.461","0.679","","","","","","","","1","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4570cc1ce10567a7a215fd319e9efbeadc71632c-0-94b736e52df28ee538db4ee9af38bbdb5fa5f941","4570cc1ce10567a7a215fd319e9efbeadc71632c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","4570cc1ce10567a7a215fd319e9efbeadc71632c-0-f46421e82b2a8e7648a1fa465baafccbcbf3b832"
"1.1.1) PAAA BACKFIT KITS - NonOrganic","","","","","40.991","31.601","6.2","3.19","","","","","","","9","2","1","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45c219c0dd27e79347e0e89dcbb94a6e2928c084-0-63898b1e7ded8b320a024e99f7cfbc0d2e4b9957","45c219c0dd27e79347e0e89dcbb94a6e2928c084","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","45c219c0dd27e79347e0e89dcbb94a6e2928c084-0-3db916ef7733a95df0f6407e00f931e69f5c4b29"
"1.2.1) Collection and Exploitation Equipment - OCO - NonOrganic","","","","","1.84","","1.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463326a554a2aa84e53b9e870e157fe36797eedc-0-17b436a3578e76db85a10bf0d0026a92ee2275e7","463326a554a2aa84e53b9e870e157fe36797eedc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","463326a554a2aa84e53b9e870e157fe36797eedc-0-daf3869c1a6f221af9305eb748d20eab4d4b8850"
"1.2.2) Install Equipment N/R - Organic","","1.349","2.697","","81.985","70.722","1.822","1.871","1.348","0.82","1.351","1.351","1.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463326a554a2aa84e53b9e870e157fe36797eedc-1-1878f734919db1e7d4298a05f6a49e203ebde8f2","463326a554a2aa84e53b9e870e157fe36797eedc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","463326a554a2aa84e53b9e870e157fe36797eedc-0-daf3869c1a6f221af9305eb748d20eab4d4b8850"
"1.2.3) BFT/Collection Equipment (Install Equip N/R) - Organic","","","","","0.12","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463326a554a2aa84e53b9e870e157fe36797eedc-2-a3d4c751f9c70adbf4fa5058f533d685201a4093","463326a554a2aa84e53b9e870e157fe36797eedc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","463326a554a2aa84e53b9e870e157fe36797eedc-0-daf3869c1a6f221af9305eb748d20eab4d4b8850"
"LRU-1 Upgrades","","","9.906","","","6.302","13.506","2.076","9.906","3.375","2.55","1.875","1.914","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-0-a4a45edbc8a22dd1d13137efd35c34d4f85d82be","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-0-d96713d6d644f9fbeff33be36ac6ed417c0a3a99"
"Mission Processor Non-Recurring Engineering","","","","","2.239","1.905","0.334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-0-94dba1117562320376b97646569beeb5dc822287","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-0-cf44ff011e68320108ccbee727dd065a02442586"
"Initial Spares","","","0.548","","3.621","","0","0.368","0.548","1.355","1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-1-71de8a25f8bcc10ab241c9b96afa2ebc767628a7","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-0-cf44ff011e68320108ccbee727dd065a02442586"
"CAAS Block Upgrade Non-Recurring Engineering","","","","","2.164","1.805","0.359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-0-cad5a2e89f75d6b117eac8db346ecc61ae305225","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-2-41cbdbfd8f9b5a6ad8a16ddcfa9b02b13ea648a3"
"GPPU Non-Recurring Engineer","","","","","7.9","","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-0-88e733d228635e5bb89e352868b605514b4e00df","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-3-138b1957bfa41d6a3610ad70a6cabf7e0322f9d1"
"Software Integration","","","3.273","","8.623","0.739","1.411","1.995","3.273","1.205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476b757879b657f21d613882521fad43f99bb1cb-0-87dd6c6d2b298e83ff06bb9adccb6d159dfceb0e","476b757879b657f21d613882521fad43f99bb1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","476b757879b657f21d613882521fad43f99bb1cb-4-575c5873736297edafd84f0ff50f54ab197018ce"
