"Title_val","Funding_PriorYear_val","Funding_CurrentYear_val","Funding_BudgetYearOne_val","Funding_BudgetYearOneBase_val","Funding_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Other Adjustments","0.000","0.000","0.000","0.000","0.000","07a2dff5a20680dd815edcfd07bda2d4cc10f85a-0-025f921bbb4c0fee293eabee199b38fb43059ce4","07a2dff5a20680dd815edcfd07bda2d4cc10f85a","root","07a2dff5a20680dd815edcfd07bda2d4cc10f85a-2fde6e5ae10ca2184c790aea0b801054f1699b73"
"Other Adjustment","-0.001","","-0.008","-0.008","","07d9bd56681f425ad956eff5566f3147adf946e3-0-0e4f4d3b4472356799944ac39c19bc99bc54b81f","07d9bd56681f425ad956eff5566f3147adf946e3","root","07d9bd56681f425ad956eff5566f3147adf946e3-c6ef6d286310b9e4098817fc602a780229999ffe"
"FFRDC (Sec 8104)","","-0.004","","","","07d9bd56681f425ad956eff5566f3147adf946e3-1-d559289bc4917604ff77f599aabdfd2bad45d6a9","07d9bd56681f425ad956eff5566f3147adf946e3","root","07d9bd56681f425ad956eff5566f3147adf946e3-c6ef6d286310b9e4098817fc602a780229999ffe"
"Economic Adjustment","","","-0.006","-0.006","","07d9bd56681f425ad956eff5566f3147adf946e3-2-0793b76f6a8dc2812cc51d41c6ee8d95ac30f416","07d9bd56681f425ad956eff5566f3147adf946e3","root","07d9bd56681f425ad956eff5566f3147adf946e3-c6ef6d286310b9e4098817fc602a780229999ffe"
"Adjustments to Budget Years","","","-2.872","-2.872","","07f1344d375bd2d22c1e227b40a69d6133ab8ea9-0-8029009ebffae7556a04303bbe032f854044f83d","07f1344d375bd2d22c1e227b40a69d6133ab8ea9","root","07f1344d375bd2d22c1e227b40a69d6133ab8ea9-a871d94dec41766b27e5b24df023d81679760010"
"Adjustments to Budget Years","","","13.426","13.426","","080c9dc373647c655ec586cabb81703a998496f6-0-3f7cd43a7f294a49e1870932d6b948f1d167ce99","080c9dc373647c655ec586cabb81703a998496f6","root","080c9dc373647c655ec586cabb81703a998496f6-7801fffee91ed7fcf781f959a65367771a93fed9"
"Other Adjustments","0.000","0.000","0.000","0.000","0.000","08942ef898d686b7420e25f3cd6ba32e8878dd78-0-18fa484f6ee37a7385fc0db8068f6db1a3e3ce84","08942ef898d686b7420e25f3cd6ba32e8878dd78","root","08942ef898d686b7420e25f3cd6ba32e8878dd78-4ac4fea25f7c4584be8e186bcd7a8a8af2e12d99"
"Other Adjustment","0.000","0.000","2.329","2.329","","08e1cbb34582075b8af248bd2c15ed236ed1b014-0-469e374269b28e641ef959fec2e2d5add11d0d2d","08e1cbb34582075b8af248bd2c15ed236ed1b014","root","08e1cbb34582075b8af248bd2c15ed236ed1b014-c9af41c7bd6fa7d7c14972a6cd5f3c59ae2b2360"
"Adjustments to Budget Years","","","-2.719","-2.719","","08ea65c9a3881947b6d7b6b851a4a62b43b86d3c-0-46bb52c08be680a2dad51a189d5c921dfa103234","08ea65c9a3881947b6d7b6b851a4a62b43b86d3c","root","08ea65c9a3881947b6d7b6b851a4a62b43b86d3c-a6e36b77a6127543d46ea27fcc542abe08f7e8a1"
"Other","","","-0.272","-0.272","","0985c84e2f87b692c5b5f178e3b75095d419af72-0-b180850d76c8f0167fac02781196e273b2ba8303","0985c84e2f87b692c5b5f178e3b75095d419af72","root","0985c84e2f87b692c5b5f178e3b75095d419af72-fa54d82f58a155e441fd5ba60512d0cfb6e584c5"
"Other Adjustments","0.000","0.000","-3.941","-3.941","0.000","09a4098a0316ae3e816472adc912319cd28b8929-0-5a3d50dc683c83a5fe69c130603f185ab6cda522","09a4098a0316ae3e816472adc912319cd28b8929","root","09a4098a0316ae3e816472adc912319cd28b8929-65a30ca69d987b3b3314183fa3c2ef20db5b5a6c"
"Program Adjustments","0.000","0.000","3.000","3.000","","09aa11f7ec640a5903d81bbc157c9c967ab25d59-0-1d3b5a5d69667da55e3efe09c0c72eace566d6f9","09aa11f7ec640a5903d81bbc157c9c967ab25d59","root","09aa11f7ec640a5903d81bbc157c9c967ab25d59-d764302e8cb3ea087778386e5b488cf8337d56ae"
"Rate/Misc Adjustments","0.000","0.000","-0.427","-0.427","","09aa11f7ec640a5903d81bbc157c9c967ab25d59-1-c15db6b6e60de78700df379f706e43d9e0ff5d8d","09aa11f7ec640a5903d81bbc157c9c967ab25d59","root","09aa11f7ec640a5903d81bbc157c9c967ab25d59-d764302e8cb3ea087778386e5b488cf8337d56ae"
"Other Adjustments","0.000","0.000","68.094","68.094","0.000","09e983906c7edbb792e5d720210cd8d3c279304d-0-d82089ed2794aa24e3bf55d7775ce91d38914983","09e983906c7edbb792e5d720210cd8d3c279304d","root","09e983906c7edbb792e5d720210cd8d3c279304d-c5ebf89ee30e1891c61a98399e7636245823a735"
"Other Adjustments","0.000","0.000","-0.001","-0.001","0.000","0a0d4ed47c901359fd4026d4e5362c28994ad76c-0-145fe4992c56c7f4e4ae209a005d42757cdb0b65","0a0d4ed47c901359fd4026d4e5362c28994ad76c","root","0a0d4ed47c901359fd4026d4e5362c28994ad76c-2199893bb4a9764f16a244896528bcf07e185331"
"Adjustments to Budget Years","","","-0.147","-0.147","","0b653b665de02ff2144cc2ca751c35b3b0fc55f7-0-7a293273380dda7a47d63aa69e93c408073b8e4c","0b653b665de02ff2144cc2ca751c35b3b0fc55f7","root","0b653b665de02ff2144cc2ca751c35b3b0fc55f7-9e94f628519c672cb23ef63d904702676736b633"
"Economic Assumptions","","","-0.170","-0.170","","0bbe6ba32494ab05790f6b124d635ba8699032f5-0-291f3555c39b7a6c58ef369c516ed076240fad7f","0bbe6ba32494ab05790f6b124d635ba8699032f5","root","0bbe6ba32494ab05790f6b124d635ba8699032f5-72c630d1e320c0796c5894b874cec205fac175fa"
"Adjustments to Budget Years","","","-0.037","-0.037","","0bfe78df5859eeb67a1ca9836d3f4141365d9db6-0-77ec907403a930219ffaa3753ff0aec54c85fecb","0bfe78df5859eeb67a1ca9836d3f4141365d9db6","root","0bfe78df5859eeb67a1ca9836d3f4141365d9db6-e2ba2afcdc5356c5fc330c8dab9d432f7b1920f3"
"Program Adjustments","0.000","0.000","18.100","18.100","","0c3612c71ad8d758d750bbacf1dffe90497c9762-0-5dd94127cb056d47010ac87b43797dcd2af9466e","0c3612c71ad8d758d750bbacf1dffe90497c9762","root","0c3612c71ad8d758d750bbacf1dffe90497c9762-ac84d5ee6793b4f41b9cda12a81178f5ac3b7c72"
"Rate/Misc Adjustments","0.000","0.000","-10.854","-10.854","","0c3612c71ad8d758d750bbacf1dffe90497c9762-1-ade75006502ca5c741e513795935493b272a1e74","0c3612c71ad8d758d750bbacf1dffe90497c9762","root","0c3612c71ad8d758d750bbacf1dffe90497c9762-ac84d5ee6793b4f41b9cda12a81178f5ac3b7c72"
"Other Adjustments","0.000","0.000","-3.125","-3.125","0.000","0c58f66185665bc0315d8fe86346056fb390b55c-0-0dafc46ccfad9c9ccec3eb4b3353ad743f58d1f1","0c58f66185665bc0315d8fe86346056fb390b55c","root","0c58f66185665bc0315d8fe86346056fb390b55c-8988b0e33c2e806d2467e3d130f68d22d621bceb"
"Other Adjustments","0.000","-0.153","2.761","2.761","0.000","0c95377549f58f642f88ea8a704f42796b32e563-0-1b703d51782cd87e824d991b35ebed8383260b4e","0c95377549f58f642f88ea8a704f42796b32e563","root","0c95377549f58f642f88ea8a704f42796b32e563-dff04c538cf8264d871fcfdc471005231a519d08"
"Adjustments to Budget Years","","","-0.038","-0.038","","0cb36153435d2675536366800c48dc3ef00b34f3-0-1289403de677ca70c610440828565b3bed795855","0cb36153435d2675536366800c48dc3ef00b34f3","root","0cb36153435d2675536366800c48dc3ef00b34f3-5e8be6d64af5e2e5b64c30e799c233a1c97faa74"
"Program Adjustments","0.000","0.000","-0.093","-0.093","","0cecce58b2f69934c08687799a1a71898c44f4e7-0-273ae553f293f4a7b18eb9663b44ee30a5270fdf","0cecce58b2f69934c08687799a1a71898c44f4e7","root","0cecce58b2f69934c08687799a1a71898c44f4e7-04da929dd94872c363ccaef730894c9123a573d7"
"Rate/Misc Adjustments","0.000","0.000","-0.555","-0.555","","0cecce58b2f69934c08687799a1a71898c44f4e7-1-0440994bc212a89fc9cc04f99be1502c32dc5b44","0cecce58b2f69934c08687799a1a71898c44f4e7","root","0cecce58b2f69934c08687799a1a71898c44f4e7-04da929dd94872c363ccaef730894c9123a573d7"
"Program Adjustments","0.000","0.000","-4.716","-4.716","","0d00e95861f239be5ea4adabeabb4edf7afd6490-0-03aad9f580c809b60bb7b3c163ba43cd998b87bd","0d00e95861f239be5ea4adabeabb4edf7afd6490","root","0d00e95861f239be5ea4adabeabb4edf7afd6490-ebfede327e7daac2e8143516ba4688ca41cc2063"
"Rate/Misc Adjustments","0.000","0.000","34.267","34.267","","0d00e95861f239be5ea4adabeabb4edf7afd6490-1-6a400f25836f80888cb865fc73889f7416adf2cf","0d00e95861f239be5ea4adabeabb4edf7afd6490","root","0d00e95861f239be5ea4adabeabb4edf7afd6490-ebfede327e7daac2e8143516ba4688ca41cc2063"
"Other Adjustment","0.000","0.000","-3.226","-3.226","","0d56484227dda1d91f0c740c906659b831ff39ff-0-82f146aedc46ecd51fbd8aee020ad522139c4a2a","0d56484227dda1d91f0c740c906659b831ff39ff","root","0d56484227dda1d91f0c740c906659b831ff39ff-28981bbbbc18ec455b1c61d601de6633b86a067d"
"Adjustments to Budget Years","","","-0.102","-0.102","","0d819c02fcc593f6ca5637edcb968c708750ea40-0-e67a6a1f12bd1d96285afcc97cbfe454b8d583ba","0d819c02fcc593f6ca5637edcb968c708750ea40","root","0d819c02fcc593f6ca5637edcb968c708750ea40-14d01b107dfb1e3f72ec2a161d52b7b588614887"
"Other Adjustments","0.000","0.000","-0.370","-0.370","0.000","0e0b9d5af1920c9ceda0b62a32065781cd65044e-0-31966f41f1bf096436882c5a21bda6382d1ac60f","0e0b9d5af1920c9ceda0b62a32065781cd65044e","root","0e0b9d5af1920c9ceda0b62a32065781cd65044e-ac9e16879e48fe0f8eaa38e6e1749519f5c3074d"
"Program Adjustments","0.000","0.000","36.285","36.285","","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8-0-ed83665ac34cab691ca744494e5a96d10d693024","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8","root","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8-798e655fcef4625e28a5686ac0c46e4407d718e1"
"Rate/Misc Adjustments","0.000","0.000","6.706","6.706","","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8-1-da7c1fbcbdfc749567ececca51bb640fa8d8edf4","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8","root","0eb5f7803a96bdfb7abe09305c0e3a061671dbe8-798e655fcef4625e28a5686ac0c46e4407d718e1"
"FFRDC Sec 8104","","-0.064","","","","0ed3fec80c02373fecb967bc8932d12863f40f85-0-9e6c45af281419d18e6a5efe10401564dc465643","0ed3fec80c02373fecb967bc8932d12863f40f85","root","0ed3fec80c02373fecb967bc8932d12863f40f85-2ecd80aacb5d16f52b2396df7c85cb346f6c71a1"
"Realignment for Higher Priority Programs","","","-4.576","-4.576","","0ed3fec80c02373fecb967bc8932d12863f40f85-1-ff29a44722463e0ec9e8db3e3212a7596adf0c69","0ed3fec80c02373fecb967bc8932d12863f40f85","root","0ed3fec80c02373fecb967bc8932d12863f40f85-2ecd80aacb5d16f52b2396df7c85cb346f6c71a1"
"Economic Assumptions","","","-0.111","-0.111","","0ed3fec80c02373fecb967bc8932d12863f40f85-2-7f9f864dde70217ca3a238b826d90b8f1fd18697","0ed3fec80c02373fecb967bc8932d12863f40f85","root","0ed3fec80c02373fecb967bc8932d12863f40f85-2ecd80aacb5d16f52b2396df7c85cb346f6c71a1"
"Adjustments to Budget Years","","0.819","1.151","1.151","","0f3fcad40ef0a49d5cb675dab46053e938a26183-0-6316bb2b7a37eb57bcc01f94da7c380fdb4ada54","0f3fcad40ef0a49d5cb675dab46053e938a26183","root","0f3fcad40ef0a49d5cb675dab46053e938a26183-98eb3df4a9b62917be07e9005005a0b890fb44ee"
"Rate/Misc Adjustments","0.000","0.000","22.953","22.953","","0f42cf0291a053380ede4c756b24e855d0383d7f-0-f09fabde9560e82308b91f13f4e36331461dd30e","0f42cf0291a053380ede4c756b24e855d0383d7f","root","0f42cf0291a053380ede4c756b24e855d0383d7f-bf638663224178eb8793532f5d228e12ba56bbcc"
"Other Adjustments","0.000","0.000","-7.775","-7.775","0.000","10651b64a550cb6f649898591c50be296d3603df-0-f6cef926bdd16b2532db2d2d63f4f59ee0fa0e95","10651b64a550cb6f649898591c50be296d3603df","root","10651b64a550cb6f649898591c50be296d3603df-9d7e6c922082dff5dd09ce1005b9cd58540acc60"
"Adjustments to Budget Years","-0.045","","122.047","122.047","","107fdfba1c96108005e2258b23f4aec862a81c9a-0-7906698970f028e4cbe49c9aa24035eddc8c0577","107fdfba1c96108005e2258b23f4aec862a81c9a","root","107fdfba1c96108005e2258b23f4aec862a81c9a-26eadf35945493595dbec03bcbcbb1e34f541768"
"FFRDC Sec 8104","","-0.031","","","","10c5914cc5452b921cc40fd80f81cd8608c1d588-0-fe06956a68ac77e35ce71aadd6db651d8dad19d6","10c5914cc5452b921cc40fd80f81cd8608c1d588","root","10c5914cc5452b921cc40fd80f81cd8608c1d588-c0ae612fbc2757b4e336a48fa58b5894442105ae"
"Baseline Increase","","","3.481","3.481","","10c5914cc5452b921cc40fd80f81cd8608c1d588-1-63fccee1775cc4eed6529327fc52cc0ae32fd800","10c5914cc5452b921cc40fd80f81cd8608c1d588","root","10c5914cc5452b921cc40fd80f81cd8608c1d588-c0ae612fbc2757b4e336a48fa58b5894442105ae"
"Economic Assumptions","","","-0.040","-0.040","","10c5914cc5452b921cc40fd80f81cd8608c1d588-2-43e78d3ab7909579481d1a8c62bffea725a042a1","10c5914cc5452b921cc40fd80f81cd8608c1d588","root","10c5914cc5452b921cc40fd80f81cd8608c1d588-c0ae612fbc2757b4e336a48fa58b5894442105ae"
"Reduction to account for prior year execution balances","","","-4.870","-4.870","","10c5914cc5452b921cc40fd80f81cd8608c1d588-3-b24a5ba9c5417c85454329fd3cf494c5fd26166c","10c5914cc5452b921cc40fd80f81cd8608c1d588","root","10c5914cc5452b921cc40fd80f81cd8608c1d588-c0ae612fbc2757b4e336a48fa58b5894442105ae"
"Adjustments to Budget Years","","-4.916","-10.674","-10.674","","1129e7c49117e56619832368907cdbee3d14b04a-0-8e7acd7c3339dd5c0cef18a66ccc19208245fa5e","1129e7c49117e56619832368907cdbee3d14b04a","root","1129e7c49117e56619832368907cdbee3d14b04a-f9656fa7b8025e1274508a14a7c5ff5f16af0280"
"Other Adjustments","0.000","-0.017","-6.208","-6.208","","116d5a6a0892f3199264e97f1fe6dac33d3fae62-0-6161dbc608f6a1ac49e84710f2f312982849a7fd","116d5a6a0892f3199264e97f1fe6dac33d3fae62","root","116d5a6a0892f3199264e97f1fe6dac33d3fae62-c69b7f3d6f45766b54801c428925c91b1ffefcb7"
"Program Adjustments","0.000","0.000","11.664","11.664","","11c19cb3e2f5ac9931f9974500d158fc152dc0d9-0-3c2d23c20688d56bab57da81ac6ef80745d5a0c3","11c19cb3e2f5ac9931f9974500d158fc152dc0d9","root","11c19cb3e2f5ac9931f9974500d158fc152dc0d9-276511c5cb1dba9a02f1d7bef9b48604cce4f78c"
"Rate/Misc Adjustments","0.000","0.000","13.314","13.314","","11c19cb3e2f5ac9931f9974500d158fc152dc0d9-1-36481e91bca0433ae54e38e429e2251bb42d0199","11c19cb3e2f5ac9931f9974500d158fc152dc0d9","root","11c19cb3e2f5ac9931f9974500d158fc152dc0d9-276511c5cb1dba9a02f1d7bef9b48604cce4f78c"
"Program Adjustments","0.000","0.000","25.000","25.000","","123d52b85a347f99c832543b4126f40de144463e-0-8ddbf3cb54c2bdae7c66e4f19783aba31bf64120","123d52b85a347f99c832543b4126f40de144463e","root","123d52b85a347f99c832543b4126f40de144463e-2d11793151a027dd2c217a373f5ee1ad2a48b2dd"
"Rate/Misc Adjustments","0.000","0.000","-2.255","-2.255","","123d52b85a347f99c832543b4126f40de144463e-1-115fb537726ec00f14204c928e3e9e6904488b5d","123d52b85a347f99c832543b4126f40de144463e","root","123d52b85a347f99c832543b4126f40de144463e-2d11793151a027dd2c217a373f5ee1ad2a48b2dd"
"Other Adjustments","0.000","0.000","-2.670","-2.670","0.000","12987c24cb2efc085c6ea733013f271d6d1d0a0d-0-4ad8d7b9a9b1c4e158cffe0a2d21cbc9e1d509be","12987c24cb2efc085c6ea733013f271d6d1d0a0d","root","12987c24cb2efc085c6ea733013f271d6d1d0a0d-05a01e0e9fd9f1baaa71e1386e8b46a7d48dc0f4"
"Rate/Misc Adjustments","0.000","0.000","11.653","11.653","","1306a36ca54b4d58c60f105d0c9c428cbc14cb7c-0-0e183b237cf57da171d69fde86f5996435164b58","1306a36ca54b4d58c60f105d0c9c428cbc14cb7c","root","1306a36ca54b4d58c60f105d0c9c428cbc14cb7c-80dca20be3368935b5f004e4ffb50426d86b4006"
"Program Adjustments","0.000","0.000","-0.040","-0.040","","131b204dfc0e17149976fb1c30a5a8774147822d-0-31d5a528fc511dff74293b744187c0164e57954a","131b204dfc0e17149976fb1c30a5a8774147822d","root","131b204dfc0e17149976fb1c30a5a8774147822d-a362c7374c20af298deb5411a26d0b2b49b8ae72"
"Rate/Misc Adjustments","0.000","0.000","-11.052","-11.052","","131b204dfc0e17149976fb1c30a5a8774147822d-1-d1a7e07c6e8a1155d36450370e13366d091e2958","131b204dfc0e17149976fb1c30a5a8774147822d","root","131b204dfc0e17149976fb1c30a5a8774147822d-a362c7374c20af298deb5411a26d0b2b49b8ae72"
"Other Adjustments","0.000","0.000","-2.417","-2.417","0.000","136cff463996c5823d000ea53f097d873215ed72-0-223fc447e054272a6d9a4ad3dc6fffd3eeb4b60a","136cff463996c5823d000ea53f097d873215ed72","root","136cff463996c5823d000ea53f097d873215ed72-46932472c269a3f4380c73ebe0229eb9ed64d7e2"
"Other Adjustments","0.000","0.000","2.391","2.391","0.000","13915300d2e871b7a10d055ae072af19557ff344-0-47a618a269954ba48164d6d3fb3b2fc32d620fc5","13915300d2e871b7a10d055ae072af19557ff344","root","13915300d2e871b7a10d055ae072af19557ff344-962b376ac3401c2b4556c28fd42b71abf9d7d98d"
"Rate/Misc Adjustments","0.000","0.000","-0.004","-0.004","","13e7603ba1215e591ec0a83d26b9e7e829d2fc3f-0-c0d002d8f0191e3e16e90a268ca78e09d8717e11","13e7603ba1215e591ec0a83d26b9e7e829d2fc3f","root","13e7603ba1215e591ec0a83d26b9e7e829d2fc3f-ce3a5e9c64b2cc6881fad1b8cad8cfddb7763b1e"
"Other Adjustments","0.000","0.000","-1.038","-1.038","0.000","1420d007517eec89f51f49f35563c9297b57a88f-0-c3635c965b454bf1b3c14b21a3f0d1079bb9eec7","1420d007517eec89f51f49f35563c9297b57a88f","root","1420d007517eec89f51f49f35563c9297b57a88f-78790a8168b4f6282b223b93e6fc0ca6cf6e31e5"
"Rate/Misc Adjustments","0.000","0.000","0.000","0.000","","143c961699dbedfb8d332bbe1a245ff31a7f06d5-0-531e9b7cc123e9f5ae2b41b26ad3eac9395a9d79","143c961699dbedfb8d332bbe1a245ff31a7f06d5","root","143c961699dbedfb8d332bbe1a245ff31a7f06d5-688ea4ae9a45922ce250b5fba9a8959e5a58f64f"
"Adjustments to Budget Years","","-0.072","-65.529","-65.529","","14d5c3549f3874b9d527f54c9293ce5fc4cc9244-0-46524d36ba3e543f21d36a70e09f4e303c8998af","14d5c3549f3874b9d527f54c9293ce5fc4cc9244","root","14d5c3549f3874b9d527f54c9293ce5fc4cc9244-ff46bcafec5c7c6b3d070e20b7769e2bcfa50721"
"Adjustments to Budget Years","","","-5.110","-5.110","","14d63defb6dba06228dfe7775d6b6d97932929fb-0-27dfb86665aa8636f63ba7c236c9f77b1cb0061c","14d63defb6dba06228dfe7775d6b6d97932929fb","root","14d63defb6dba06228dfe7775d6b6d97932929fb-360de95bf93257ca1a4cc744ae05e87a00a897d8"
"Adjustments to Budget Years","0.013","","17.987","17.987","","155a211f4fcce71aa3d305dbc893611897a67264-0-358d367606852eee2bb71e548ca36efc498992f0","155a211f4fcce71aa3d305dbc893611897a67264","root","155a211f4fcce71aa3d305dbc893611897a67264-fdfb43983962a5a013a54cd57d62ecaf4f3b29c9"
"Budget Adjustments","","-0.008","-0.096","-0.096","","155a211f4fcce71aa3d305dbc893611897a67264-1-8c1f469dedd0140a0bcbb95c8943e6e31dd611d2","155a211f4fcce71aa3d305dbc893611897a67264","root","155a211f4fcce71aa3d305dbc893611897a67264-fdfb43983962a5a013a54cd57d62ecaf4f3b29c9"
"Other Adjustments","0.000","0.000","-2.100","-2.100","0.000","155c1a6a6388ce6bc3bdaa0236acdbb0b5e49a02-0-0571b559e43fca01378533b6c3561adb5920d695","155c1a6a6388ce6bc3bdaa0236acdbb0b5e49a02","root","155c1a6a6388ce6bc3bdaa0236acdbb0b5e49a02-b7b99ba521afa0105d6f27dd3b0c4e1e56e347ba"
"Other Adjustments","0.000","0.000","-0.024","-0.024","0.000","1586d1550724276f0a73feae5a71070bafc65c3f-0-e7bedf486a261faae11a2784a4c2b9fb9280d57c","1586d1550724276f0a73feae5a71070bafc65c3f","root","1586d1550724276f0a73feae5a71070bafc65c3f-de8bbf137682aa84081132bc1457932afd8a7bb5"
"Other Adjustment","0.000","0.000","0.649","0.649","","159dac8e2a35d3d367dbbb1a70c384c9d7b2082c-0-dcf407135842f4979416e77bd8ba577fccddc652","159dac8e2a35d3d367dbbb1a70c384c9d7b2082c","root","159dac8e2a35d3d367dbbb1a70c384c9d7b2082c-8d81fc61168c1dd93f75677b35bbb3f35f89c5cc"
"Adjustments to Budget Years","","","-10.670","-10.670","","15b86d8372ca47951ab0b98a26a20ebcad9b6b70-0-7f499e95c5e0832c4cda963670b7bbf16e0ede05","15b86d8372ca47951ab0b98a26a20ebcad9b6b70","root","15b86d8372ca47951ab0b98a26a20ebcad9b6b70-0ba853bf385504c074b41e7e6b84a0e6348e4454"
"Adjustments to Budget Years","","","18.055","18.055","","15beeebcf7e9f60408a4f581456098f0034473f6-0-c75bb2d8d55b2737b322e9a492c0f05d9bc6c744","15beeebcf7e9f60408a4f581456098f0034473f6","root","15beeebcf7e9f60408a4f581456098f0034473f6-e79a369207b0d5f32ea26394642ceac6dfd8a36c"
"Departmental Economic Assumption","0.000","0.000","-0.038","-0.038","","161f02becf96cc0ae4d16a9735df1f39f14e38a2-0-a307a049722f7a8961088428b2c8f34f1d3545e7","161f02becf96cc0ae4d16a9735df1f39f14e38a2","root","161f02becf96cc0ae4d16a9735df1f39f14e38a2-fc7a5c3657d1ac18da1af0785ac3d3d38b96c8fc"
"Adjustments to Budget Years","","","0.750","0.750","","169090dd4ef81815625f4adc6cef402f8b152608-0-24831b68c3bfd2c7078b87f91cb2faf1a06e32b6","169090dd4ef81815625f4adc6cef402f8b152608","root","169090dd4ef81815625f4adc6cef402f8b152608-d4eb5478879651fb21d8f408dcacaee5a0158b0e"
"FY 2016 baseline adjustment","","","-0.531","-0.531","","169630b1f5a6bfb6973ed4a98276a63f81c9f056-0-8b757963dffc3b48f80f6b02883aafa3e8028532","169630b1f5a6bfb6973ed4a98276a63f81c9f056","root","169630b1f5a6bfb6973ed4a98276a63f81c9f056-af6d6dad53ec5904bc37072881b5ed6090cf64f1"
"FFRDC Reduction","","-0.136","","","","169630b1f5a6bfb6973ed4a98276a63f81c9f056-1-7cd98fbd6831921d2f7eb760480fc34996f50c1d","169630b1f5a6bfb6973ed4a98276a63f81c9f056","root","169630b1f5a6bfb6973ed4a98276a63f81c9f056-af6d6dad53ec5904bc37072881b5ed6090cf64f1"
"Other Adjustments","0.000","","-2.177","-2.177","","172415fa7e62bee3eb1a105399780cda9aa6a8e2-0-f2b052ad55feb3bec771d66e725d5221f68de6b7","172415fa7e62bee3eb1a105399780cda9aa6a8e2","root","172415fa7e62bee3eb1a105399780cda9aa6a8e2-9e6a75a1d49f04544092cbd87290b276b84447bb"
"Program Adjustments","0.000","0.000","-0.500","-0.500","","176c01a245e08b041ca51d9927ebdb1e561e68e6-0-76b80b81c87800a5e87709923786c43393947e0b","176c01a245e08b041ca51d9927ebdb1e561e68e6","root","176c01a245e08b041ca51d9927ebdb1e561e68e6-12b0e412314bcbd79cd9f9384f4d78632fb32672"
"Rate/Misc Adjustments","0.000","0.000","-0.083","-0.083","","176c01a245e08b041ca51d9927ebdb1e561e68e6-1-10248239482da2c627f8710d3317957a92003787","176c01a245e08b041ca51d9927ebdb1e561e68e6","root","176c01a245e08b041ca51d9927ebdb1e561e68e6-12b0e412314bcbd79cd9f9384f4d78632fb32672"
"Rate/Misc Adjustments","0.000","0.000","48.535","48.535","","17765a0afefcdb4a01a3c592f37ba3367c13eb5e-0-7808a6b0dfa041ce82aec9f550f4a04c4f1d802d","17765a0afefcdb4a01a3c592f37ba3367c13eb5e","root","17765a0afefcdb4a01a3c592f37ba3367c13eb5e-ee14f652ef1546ea9ffdbbcaf9e5a5d8f055ce0b"
"Other Adjustments","-0.599","","3.160","3.160","","17db13b6b3a9a9cf37572ff857d8588988590f84-0-696467689586e6a3823b358f8bdadd2032394033","17db13b6b3a9a9cf37572ff857d8588988590f84","root","17db13b6b3a9a9cf37572ff857d8588988590f84-cc4ff28c8c96168109d035dcba20403153ab5bc0"
"Other Adjustments","0.000","0.000","10.807","10.807","0.000","18599ce537b2c47d7df550df896063f33193ac2e-0-e29366f6259feba018b24f1103446ebeb87dd5e9","18599ce537b2c47d7df550df896063f33193ac2e","root","18599ce537b2c47d7df550df896063f33193ac2e-5feab865c7f2035857c5694c2766816191e49fcc"
"Other Adjustments","0.000","0.000","168.361","168.361","0.000","1871150f22c570026c81dd15151ec746eba1e97c-0-d344fc9acb23146b6c3acb4e265d04b53c7869d2","1871150f22c570026c81dd15151ec746eba1e97c","root","1871150f22c570026c81dd15151ec746eba1e97c-96b58b40a54b4d24ad7016aad43be9e154d486f7"
"Rate/Misc Adjustments","0.000","0.000","57.074","57.074","","18f01b26f60dabfb08ed0afe558135e39b051003-0-a9a2303f34a37a8e1f366591090877294bcde9cb","18f01b26f60dabfb08ed0afe558135e39b051003","root","18f01b26f60dabfb08ed0afe558135e39b051003-edbbccb547ae7b738d04e06e1226f78e8a4f6bfb"
"Other Adjustments","0.000","0.000","-0.082","-0.082","0.000","1959263c97cd06b35b897c62cf638b40bd9d7345-0-91077885ef1d4024c18536c23eba52410214443c","1959263c97cd06b35b897c62cf638b40bd9d7345","root","1959263c97cd06b35b897c62cf638b40bd9d7345-ceb78f8000ccfa1ff3644ea6c304c8bb1b8fd8bc"
"Other Adjustments","-0.003","","-1.020","-1.020","","197c94f18f5e643172e5c5c23090ad9a90c9c779-0-b3162a08a5c69ad90b8a2da52c885dce21ca4b02","197c94f18f5e643172e5c5c23090ad9a90c9c779","root","197c94f18f5e643172e5c5c23090ad9a90c9c779-b07184919c54578050bc4e22fa91e79da16c5d1d"
